Producer,264,8400
Producer,67501,104396200
Consumer,67563,100
Producer,38577,104394200
Consumer,90329,200
Producer,96208,104411100
Consumer,61731,300
Producer,94751,104392000
Consumer,26736,200
Consumer,35452,400
Consumer,82233,200
Producer,82993,104835900
Consumer,23094,400
Producer,91690,104842100
Consumer,53095,300
Producer,39939,104833900
Consumer,27353,300
Consumer,87654,200
Producer,61263,104499700
Consumer,2448,100
Consumer,92767,300
Producer,97575,104605100
Producer,36634,104564900
Consumer,4171,100
Consumer,11370,300
Consumer,94277,200
Producer,92987,104284800
Producer,53904,104279800
Consumer,69057,200
Producer,37374,104304100
Producer,29615,104312800
Consumer,93969,300
Producer,6643,104336300
Producer,49270,104337100
Producer,36028,104318600
Consumer,77504,200
Producer,31440,104285400
Producer,24208,104256900
Producer,24289,104244100
Consumer,51707,200
Producer,6308,104214500
Producer,36240,104197700
Consumer,73091,300
Producer,32318,104278100
Producer,4092,104273200
Consumer,8701,2100
Consumer,79664,200
Producer,58258,104568400
Producer,3292,104564300
Consumer,22256,300
Producer,93879,104530900
Consumer,23949,300
Producer,13290,104517800
Consumer,5285,300
Consumer,23207,300
Consumer,98844,100
Producer,51260,104626000
Producer,62272,104613900
Consumer,69320,100
Producer,53573,104628300
Consumer,54344,400
Producer,214,104605400
Producer,19042,104583300
Consumer,77353,200
Producer,36551,104542700
Producer,60080,104520700
Producer,42089,104496600
Consumer,30265,2400
Consumer,64774,300
Producer,86467,104678400
Consumer,23757,200
Consumer,8893,2700
Producer,56633,104731100
Consumer,55753,400
Consumer,62812,200
Producer,80551,104759800
Consumer,6150,100
Consumer,26328,200
Consumer,76806,200
Producer,80618,104811200
Producer,4840,104788700
Producer,16354,104780700
Consumer,89030,300
Producer,92313,104754900
Consumer,19570,600
Consumer,23584,300
Producer,82054,105224500
Consumer,56087,300
Consumer,82066,200
Producer,68501,105264300
Producer,58177,105267100
Consumer,88763,300
Producer,24392,105262200
Producer,63619,105247100
Consumer,75769,400
Producer,39630,105617300
Consumer,38009,400
Producer,60745,105614100
Consumer,26438,300
Consumer,70880,200
Producer,87159,105698400
Consumer,5984,300
Consumer,18527,200
Consumer,12937,300
Producer,78991,106140900
Producer,496,106123400
Consumer,23870,400
Consumer,11811,300
Consumer,52686,200
Producer,41757,106231400
Consumer,19941,200
Consumer,28416,200
Producer,72271,106282200
Producer,9607,106254600
Consumer,12857,1700
Consumer,77635,200
Producer,72766,106608900
Consumer,20831,200
Consumer,65029,300
Producer,82346,106689300
Consumer,56613,2800
Producer,27008,106659300
Consumer,46112,300
Producer,65614,106762600
Consumer,87621,200
Producer,92032,106756900
Producer,25289,106736100
Producer,7265,106734400
Consumer,16711,200
Consumer,98889,300
Producer,60612,106795100
Producer,2399,106787100
Consumer,10803,300
Consumer,79002,200
Producer,98718,107088600
Consumer,14619,100
Consumer,57226,400
Consumer,73526,200
Producer,91623,107186000
Producer,87661,107158200
Consumer,72164,300
Consumer,69225,300
Producer,40712,107223200
Producer,69446,107211300
Consumer,20915,200
Consumer,14826,800
Consumer,22100,200
Producer,95310,107682100
Consumer,32702,200
Consumer,89662,300
Producer,90560,107848200
Consumer,49395,300
Producer,12967,107836700
Producer,35552,107811300
Consumer,9526,300
Consumer,19629,400
Producer,57313,107924600
Consumer,4418,400
Consumer,10596,400
Consumer,69113,300
Producer,94021,108063500
Consumer,72544,300
Producer,26440,108061000
Producer,26627,108047100
Consumer,28538,300
Consumer,53430,200
Producer,86523,108464300
Consumer,73435,300
Producer,29120,108458900
Producer,30262,108460300
Consumer,96511,400
Producer,91822,108500200
Consumer,79451,200
Consumer,35172,400
Producer,43474,108527700
Consumer,2568,300
Consumer,84837,70800
Producer,66275,108577700
Producer,34418,108474100
Producer,20842,108407000
Producer,3154,108372200
Producer,47032,108373700
Producer,22606,108358800
Consumer,57691,200
Producer,61061,108577100
Consumer,29388,200
Consumer,77369,2200
Producer,91260,108667500
Consumer,93768,200
Producer,88032,108630100
Consumer,63929,100
Producer,47868,108652400
Consumer,59684,200
Producer,65145,108628200
Consumer,74022,200
Producer,11428,108591000
Consumer,99512,300
Producer,15812,108589900
Producer,1631,108543800
Producer,27870,108550000
Consumer,22168,300
Producer,84164,108250100
Producer,79468,108187000
Consumer,17665,300
Consumer,40649,100
Consumer,13962,200
Producer,76511,108277700
Consumer,37047,300
Consumer,56725,100
Producer,48271,108254600
Consumer,27326,200
Consumer,22541,200
Consumer,46953,200
Producer,99546,108877900
Consumer,87704,200
Producer,79707,108914100
Producer,1205,108924200
Consumer,50293,300
Producer,83833,108903600
Consumer,6889,300
Consumer,90934,200
Producer,45258,108927200
Producer,47437,108867300
Consumer,45525,200
Producer,11802,108864600
Producer,47106,108752400
Producer,9104,108692600
Consumer,63227,300
Producer,37989,109182500
Producer,2817,109182700
Consumer,3092,300
Consumer,72855,300
Producer,31958,109181500
Consumer,61226,500
Producer,70865,109068700
Consumer,75268,300
Producer,24956,109056800
Producer,26555,109054900
Consumer,50637,300
Producer,46630,108954600
Consumer,73210,300
Producer,92219,108907800
Consumer,68641,200
Producer,79245,108918600
Consumer,35027,500
Producer,82169,108952600
Consumer,10215,300
Consumer,84924,200
Producer,73785,109254300
Consumer,42306,200
Consumer,14781,200
Producer,85432,109269400
Consumer,47401,300
Producer,11660,109277200
Consumer,78477,200
Producer,48754,109293300
Consumer,58554,300
Producer,73985,109285100
Consumer,97086,300
Producer,91586,109412200
Producer,19196,109339600
Consumer,76169,200
Producer,91858,109430300
Consumer,33789,200
Consumer,95305,200
Producer,98312,109369400
Producer,27367,109331100
Producer,7007,109311500
Consumer,87251,200
Producer,9173,109254500
Producer,78293,109233600
Consumer,31307,200
Consumer,11585,200
Consumer,37720,300
Producer,65779,109323900
Consumer,49442,300
Producer,48890,109475200
Consumer,92048,300
Producer,89695,109436700
Producer,16878,109329000
Consumer,75322,400
Producer,599,109296600
Consumer,36671,300
Producer,42625,109250400
Consumer,91598,200
Producer,97835,109252300
Producer,12880,109156200
Producer,7022,109060900
Consumer,10526,400
Consumer,16278,200
Producer,87191,109304800
Consumer,74881,200
Consumer,4937,200
Consumer,8199,500
Producer,85156,109438300
Consumer,79003,300
Producer,13132,109237600
Producer,51635,109135900
Consumer,31641,300
Producer,33199,109122600
Producer,1300,109128600
Consumer,97500,200
Producer,1533,109072900
Producer,23723,108960500
Consumer,90935,200
Producer,86849,108920700
Producer,71079,108881300
Consumer,32130,300
Producer,2240,108834500
Consumer,1149,300
Consumer,48005,500
Producer,56883,109197700
Consumer,99192,300
Producer,79883,109161600
Producer,28219,109131500
Consumer,80381,200
Producer,95441,108943100
Consumer,11832,200
Consumer,46242,200
Consumer,53592,300
Producer,85016,109150400
Consumer,67636,300
Producer,53229,109051000
Producer,47946,109001000
Consumer,14373,200
Producer,18469,108914100
Consumer,79253,100
Producer,29988,108952600
Producer,40427,108726000
Producer,353,108691800
Consumer,78116,200
Producer,52456,108652200
Consumer,78034,300
Producer,49599,108712900
Consumer,54766,300
Consumer,68818,200
Producer,78433,108953900
Producer,54406,108933200
Consumer,83296,300
Producer,75287,108912000
Consumer,2373,200
Consumer,25312,200
Producer,83975,108909500
Consumer,64984,300
Producer,18011,108927500
Consumer,69962,200
Producer,98493,108809500
Consumer,395,200
Consumer,91320,200
Producer,95314,108844500
Consumer,52909,300
Producer,26106,108595900
Producer,53698,108557400
Consumer,70482,3200
Producer,7576,108540800
Consumer,56104,5600
Producer,67111,108541800
Consumer,24128,200
Producer,7933,108435400
Producer,44182,108352800
Consumer,35793,200
Consumer,78863,300
Producer,79273,108613900
Consumer,92856,300
Producer,30458,108526200
Producer,37307,108449400
Consumer,32138,100
Producer,47962,108442300
Consumer,15387,400
Producer,81635,108384600
Consumer,33741,300
Producer,6868,108227500
Consumer,87723,300
Producer,43034,108235000
Producer,56270,108197700
Producer,3907,108189900
Consumer,70708,300
Producer,34103,108313500
Consumer,3391,200
Consumer,8945,300
Consumer,529,200
Consumer,28998,400
Consumer,61982,200
Producer,85383,108635300
Producer,65489,108520000
Consumer,35210,200
Consumer,11930,200
Consumer,37342,200
Producer,78206,108497800
Consumer,89778,100
Producer,18479,108375600
Producer,67630,108385100
Consumer,23575,200
Consumer,47063,400
Consumer,12171,200
Producer,94696,108408900
Consumer,40756,200
Consumer,86101,200
Producer,44866,108385500
Producer,37188,108191400
Producer,40543,108107400
Consumer,46534,400
Producer,20442,108231700
Consumer,57261,200
Producer,67075,108155800
Consumer,87924,200
Producer,28429,108104800
Producer,26218,108102400
Consumer,52749,200
Producer,70534,108037000
Consumer,34895,200
Producer,61502,107975700
Consumer,69776,300
Producer,65844,107951000
Producer,259,107847300
Consumer,21024,200
Consumer,64648,400
Consumer,28257,500
Consumer,57563,300
Producer,91300,108174800
Consumer,93723,200
Producer,729,108200700
Producer,25552,108147100
Producer,62005,108096400
Producer,78750,107930700
Consumer,59950,134600
Producer,60637,107901100
Consumer,54353,283500
Consumer,60145,313800
Producer,19034,107757700
Consumer,50389,3500
Consumer,17337,359200
Producer,91376,107825700
Consumer,80027,257900
Consumer,8910,248000
Producer,43000,107548500
Consumer,17889,228500
Producer,31251,107555300
Producer,83180,107304300
Consumer,92396,318100
Producer,37874,107003100
Consumer,99298,260400
Producer,57481,106263600
Producer,83141,106324400
Consumer,83401,707100
Producer,89995,106293000
Consumer,18343,449600
Consumer,98086,887500
Producer,12364,106432100
Consumer,17453,533000
Consumer,6963,510100
Producer,29707,106338400
Producer,83081,106391000
Consumer,77095,724200
Producer,62791,106297300
Consumer,16501,495000
Consumer,97163,641300
Producer,55496,106082100
Producer,18754,105985100
Consumer,73225,943800
Producer,82504,105894600
Consumer,82017,706500
Producer,63122,105758300
Producer,37976,105659500
Producer,16090,105637700
Producer,60156,105330300
Consumer,4663,800
Consumer,46500,400
Producer,43292,105688500
Consumer,25276,200
Producer,7352,105703800
Producer,1052,105645100
Consumer,7270,300
Consumer,2352,300
Consumer,92805,300
Producer,86423,105685300
Producer,42947,105585600
Consumer,50081,200
Producer,33590,105978000
Consumer,65796,200
Producer,80003,105793200
Consumer,9749,300
Consumer,35057,200
Consumer,68266,200
Producer,90945,105784100
Consumer,28699,300
Producer,45095,105704900
Consumer,71457,200
Producer,21447,105552500
Producer,19082,105540500
Consumer,82825,300
Producer,57417,105534600
Consumer,86117,88400
Producer,96831,105537300
Consumer,61963,300
Producer,51475,105499500
Consumer,91004,300
Producer,84462,105417600
Producer,39901,105425000
Producer,43101,105361300
Consumer,11473,200
Consumer,36986,300
Consumer,50498,300
Producer,83466,105420500
Producer,11176,105352400
Consumer,26198,300
Consumer,47699,200
Consumer,61634,300
Producer,93490,105669000
Consumer,70780,2200
Producer,18042,105580300
Producer,6277,105579200
Producer,31799,105486700
Consumer,5912,200
Producer,38838,105436600
Consumer,68858,300
Producer,87761,105439100
Consumer,31385,200
Consumer,76961,300
Producer,46141,105411000
Consumer,15398,300
Producer,9681,105369400
Consumer,31657,200
Producer,34853,105286300
Producer,40823,105165800
Consumer,32735,300
Producer,51969,105016200
Consumer,51991,300
Producer,37899,105228100
Producer,16752,105182000
Consumer,72322,300
Producer,78328,105143900
Consumer,81049,200
Producer,60600,105014000
Consumer,83707,200
Producer,84756,104904300
Consumer,49659,300
Producer,67724,104893800
Consumer,68946,300
Producer,64117,104805700
Consumer,28532,200
Producer,7537,104720400
Consumer,32014,300
Consumer,80854,3200
Producer,89393,104949300
Consumer,87217,200
Producer,31600,104964100
Producer,57464,104836400
Consumer,30584,200
Consumer,93034,300
Producer,89465,104825500
Consumer,77950,300
Producer,36945,104826400
Producer,41215,104748600
Consumer,3000,400
Producer,65586,104577700
Producer,3668,104459400
Consumer,42566,300
Consumer,21603,600
Producer,71716,104443700
Consumer,4897,200
Consumer,83292,200
Producer,32556,104339200
Producer,21321,104254800
Consumer,71196,200
Consumer,75829,200
Producer,86446,104259500
Consumer,67396,200
Producer,38929,104221600
Consumer,45989,400
Producer,38335,104144400
Producer,12551,104065800
Producer,47715,103963600
Producer,80903,103891000
Consumer,99571,300
Producer,6260,104448900
Consumer,23365,200
Producer,64254,104392900
Producer,52229,104300500
Consumer,17529,300
Consumer,95584,300
Producer,51850,104202100
Consumer,12725,200
Producer,67109,104189200
Consumer,61040,200
Producer,1503,104088300
Producer,29177,104051600
Consumer,40219,300
Producer,57028,103518300
Consumer,70201,200
Producer,85563,103514100
Producer,2301,103512100
Producer,1389,103488500
Consumer,8818,400
Consumer,67261,300
Producer,66581,103429100
Consumer,55138,200
Producer,62840,103388500
Consumer,35438,300
Consumer,41341,200
Producer,82838,103903600
Consumer,83236,300
Producer,13000,103915000
Consumer,66959,2500
Producer,2168,103916800
Consumer,38696,200
Producer,24306,103897900
Producer,44564,103826300
Producer,119,103707000
Consumer,1061,300
Producer,45358,103613100
Producer,17524,103321800
Consumer,23905,300
Producer,52423,103599600
Consumer,49326,200
Consumer,94076,200
Producer,92922,103575400
Consumer,12968,200
Consumer,52325,200
Producer,70783,103589900
Consumer,53445,200
Producer,66630,103521500
Producer,6640,103382000
Consumer,2330,400
Consumer,93086,300
Producer,59530,103342500
Consumer,12317,400
Producer,64137,103324100
Consumer,90918,2100
Producer,77434,103228800
Producer,16674,102976000
Producer,2168,102924100
Consumer,23012,300
Consumer,82795,200
Producer,45412,102611200
Producer,64336,102451400
Consumer,3350,300
Consumer,52247,400
Consumer,6646,300
Consumer,54156,200
Producer,85239,102800900
Consumer,98890,200
Producer,94288,103149200
Consumer,87380,200
Producer,81090,103116900
Consumer,63612,300
Producer,74893,103069400
Consumer,58767,200
Producer,62754,103016900
Producer,3720,102915300
Producer,35558,102796600
Consumer,54890,100
Producer,20825,102704500
Consumer,92730,300
Producer,38135,102626200
Producer,81351,102585000
Consumer,93405,100
Producer,81612,102754700
Consumer,74774,300
Producer,85246,102732300
Consumer,28600,200
Consumer,20302,200
Consumer,23029,1600
Consumer,91953,300
Producer,90553,102981400
Producer,7469,102944900
Consumer,29568,200
Producer,62675,102844000
Consumer,48864,300
Producer,65105,102759500
Consumer,6505,300
Consumer,63122,200
Producer,38577,102923000
Consumer,54452,300
Producer,78589,102905600
Consumer,34564,300
Consumer,18813,100
Producer,75252,102862000
Consumer,41668,300
Producer,25050,102820100
Consumer,15201,100
Consumer,88919,300
Producer,88076,102942000
Consumer,37084,300
Consumer,19595,300
Consumer,56199,300
Producer,86480,102993500
Consumer,15850,200
Producer,19125,102923200
Consumer,39431,300
Producer,84415,102869400
Consumer,78254,100
Producer,98317,102809500
Consumer,70088,300
Consumer,76196,300
Producer,88019,102927500
Producer,44928,102733900
Consumer,67539,200
Producer,32493,102676300
Consumer,64800,200
Producer,56888,102560400
Consumer,64337,200
Producer,89656,102554800
Producer,14011,102389700
Consumer,38129,300
Consumer,92988,300
Consumer,11404,100
Producer,68956,102430100
Producer,78386,102414400
Consumer,962,200
Consumer,14927,200
Consumer,99251,100
Producer,73457,102433000
Consumer,21422,300
Producer,73847,101537500
Consumer,30394,300
Consumer,87763,100
Producer,96072,101459900
Consumer,41396,100
Producer,19260,101403600
Consumer,56912,300
Producer,73058,101295200
Consumer,67124,200
Producer,43777,101662900
Producer,47251,101660600
Consumer,60494,200
Producer,31761,101566600
Consumer,73771,300
Producer,67330,101512000
Consumer,75342,300
Producer,498,101275400
Consumer,9535,300
Producer,22519,101045900
Producer,63640,100965400
Consumer,95862,200
Producer,97152,101155300
Consumer,42266,200
Producer,50448,101210600
Consumer,79759,300
Producer,15655,101117000
Producer,47060,101076800
Consumer,89269,300
Producer,26418,101031000
Producer,77129,100968000
Consumer,38090,200
Producer,60021,100918000
Producer,10113,100827100
Consumer,22238,300
Consumer,66402,200
Producer,62241,101156000
Consumer,46483,300
Consumer,35548,100
Producer,55426,101127900
Consumer,45788,3100
Producer,90532,101156700
Consumer,76405,300
Producer,87419,101075800
Consumer,66517,200
Producer,21298,100978600
Consumer,38985,200
Producer,32074,100841900
Producer,17727,100720700
Producer,2467,100686100
Consumer,2782,200
Consumer,84204,300
Producer,79358,100524500
Consumer,80796,200
Producer,81714,100420800
Consumer,65753,200
Consumer,18863,300
Producer,36599,100378700
Producer,43666,100236400
Consumer,84190,300
Producer,69249,100410700
Consumer,30174,400
Producer,61344,100394000
Consumer,88523,300
Producer,47569,100317400
Producer,58527,100278900
Consumer,10698,200
Consumer,69336,200
Consumer,12489,300
Producer,98876,100394400
Producer,2463,100307700
Consumer,28195,200
Consumer,93750,300
Producer,49974,100514500
Producer,45966,100370500
Consumer,30735,200
Consumer,4989,300
Consumer,87731,400
Producer,45381,100368400
Consumer,71141,29500
Producer,99860,100344600
Consumer,45412,600
Producer,79404,100256900
Consumer,29183,400
Consumer,94038,52500
Producer,35384,100205000
Consumer,63496,200
Producer,44105,100060400
Producer,78736,99982600
Consumer,61221,200
Producer,99428,99960300
Consumer,35620,300
Consumer,93502,300
Producer,3046,99908900
Producer,31772,99758000
Producer,47721,99619700
Producer,25511,99504800
Consumer,49110,200
Producer,91158,99602300
Consumer,32324,100
Producer,22142,99636600
Consumer,39767,300
Consumer,62872,300
Producer,74381,99497900
Consumer,71426,400
Producer,54361,99365000
Producer,63164,99285400
Consumer,6455,300
Consumer,44241,300
Consumer,44054,300
Producer,89347,99378300
Consumer,36492,300
Consumer,16088,200
Producer,51897,99703300
Consumer,68645,200
Consumer,57629,200
Producer,95430,99644400
Consumer,66930,200
Producer,49949,99648300
Producer,9240,99636300
Consumer,79599,300
Producer,60893,99348300
Producer,53023,99204000
Consumer,43777,200
Producer,15945,99109400
Consumer,27856,300
Producer,62297,99109500
Consumer,927,200
Consumer,75678,200
Producer,68739,99259400
Consumer,21498,200
Consumer,52136,200
Producer,87183,99726500
Producer,1604,99123900
Consumer,24843,300
Consumer,14458,2600
Producer,32958,99099000
Consumer,64313,200
Producer,50171,99033600
Consumer,11111,200
Consumer,6264,200
Consumer,92245,200
Producer,89487,99018600
Consumer,18659,300
Consumer,32879,200
Producer,79239,98998600
Consumer,50670,200
Producer,49782,98956200
Consumer,83218,100
Producer,57702,98425700
Consumer,8771,300
Producer,45884,98238800
Consumer,30376,200
Consumer,39367,200
Consumer,91097,300
Producer,92948,98314800
Consumer,49073,200
Producer,98361,98325600
Producer,18045,98165100
Consumer,89658,300
Producer,22895,98159200
Consumer,18916,300
Producer,40137,98137500
Consumer,56529,200
Producer,4693,98137800
Producer,81653,98137300
Producer,5752,98148800
Consumer,62178,2500
Consumer,98636,200
Producer,92113,98743100
Consumer,3039,300
Producer,30535,98763200
Consumer,91847,300
Producer,6478,98766300
Producer,37492,98674100
Consumer,6860,300
Producer,44275,98605100
Consumer,70764,300
Producer,44238,98567100
Producer,14184,98421500
Producer,56539,98429400
Consumer,16797,400
Producer,32614,98385400
Consumer,93808,300
Producer,30683,98424000
Producer,17320,98409200
Producer,6963,98380300
Consumer,65792,300
Producer,52585,98568300
Consumer,36240,300
Producer,82113,98486300
Consumer,59840,300
Consumer,67109,300
Producer,79289,98533900
Consumer,16370,200
Producer,408,98459400
Producer,68802,98106300
Consumer,44463,300
Consumer,90600,200
Producer,68066,98027500
Consumer,76674,19700
Consumer,9585,200
Producer,35520,97977500
Producer,41585,97925800
Consumer,45837,300
Producer,9621,97844700
Producer,17027,97687300
Producer,73820,97569600
Consumer,36545,200
Consumer,35135,300
Producer,90244,97457000
Consumer,98414,300
Consumer,11733,400
Producer,99347,97446400
Consumer,16937,300
Consumer,23388,200
Producer,55056,97614900
Consumer,21609,300
Consumer,75455,300
Consumer,24024,200
Producer,44671,97619800
Consumer,36783,300
Producer,21723,97598400
Producer,92603,97548700
Consumer,61919,200
Producer,37351,97802400
Consumer,33690,300
Producer,48102,97751600
Consumer,46188,300
Consumer,47200,400
Producer,65448,97717700
Producer,40383,97649700
Consumer,57760,300
Consumer,38853,200
Producer,77563,97551300
Consumer,32302,200
Producer,22785,97620000
Consumer,72214,300
Producer,46162,97830200
Consumer,57334,200
Producer,35322,97666000
Producer,26645,97552600
Producer,45096,97519300
Consumer,35014,200
Producer,26203,97456500
Consumer,90375,300
Producer,54957,97377600
Consumer,46486,200
Producer,78113,97410400
Consumer,20456,300
Consumer,87311,300
Producer,31197,97326200
Producer,48814,97243200
Consumer,85569,300
Producer,46042,97108400
Consumer,97697,200
Producer,79841,96945500
Producer,23505,96838800
Consumer,98957,200
Producer,12243,96542500
Consumer,23863,200
Producer,70422,96537400
Producer,13823,96479900
Producer,34475,96468000
Consumer,52741,100
Producer,62307,96384200
Producer,63551,96262000
Consumer,39571,200
Consumer,59741,9400
Producer,64843,96419600
Producer,15216,96340700
Consumer,51963,200
Consumer,7917,300
Consumer,66899,300
Producer,77137,96725400
Producer,40421,96300300
Consumer,56040,4100
Consumer,26089,200
Producer,36564,96421800
Producer,14232,96351600
Consumer,21309,300
Producer,31963,96342400
Producer,20484,96293800
Consumer,82126,200
Producer,89300,96306600
Consumer,35330,300
Consumer,854,200
Consumer,47454,100
Producer,92457,96337000
Consumer,54184,300
Consumer,83381,300
Producer,74100,96643700
Producer,33095,96544300
Consumer,10678,300
Consumer,73663,100
Producer,67546,96526800
Consumer,30026,300
Producer,64735,96523000
Consumer,43117,200
Producer,8695,96504900
Producer,8073,96408900
Consumer,79820,200
Producer,57341,96328700
Consumer,59921,200
Producer,45075,96272400
Consumer,73920,200
Producer,94346,96180700
Producer,52156,96165700
Consumer,14194,300
Consumer,81303,200
Producer,63630,96266300
Consumer,65246,200
Producer,83195,96168100
Consumer,35575,300
Consumer,34660,200
Producer,74330,96117200
Consumer,31373,200
Consumer,976,200
Consumer,31829,200
Producer,61460,96084900
Producer,26009,95896700
Consumer,69580,200
Consumer,27308,200
Producer,93318,95902500
Consumer,98416,200
Producer,24013,95976500
Producer,22474,95857500
Consumer,89963,200
Producer,97588,95882900
Consumer,83148,300
Producer,92633,96249700
Consumer,10695,200
Consumer,72507,200
Producer,77875,96235800
Producer,9712,96188100
Consumer,98131,300
Producer,96180,96166200
Consumer,50632,200
Producer,86502,96094500
Consumer,65762,300
Producer,10652,96015400
Consumer,94538,300
Producer,96807,96022800
Consumer,49867,200
Producer,99618,95988300
Consumer,74382,200
Producer,60210,95993400
Consumer,42905,200
Consumer,96387,300
Producer,86242,95989600
Consumer,14249,100
Producer,59679,95694300
Consumer,4165,200
Consumer,31223,100
Consumer,16376,200
Consumer,11086,300
Consumer,26276,200
Producer,97732,95683300
Consumer,90736,200
Producer,62976,95483700
Consumer,62554,200
Producer,55312,95506200
Consumer,21349,200
Producer,65322,95450600
Consumer,78115,300
Producer,32353,95417500
Consumer,94852,300
Producer,98912,95575200
Producer,7840,196164200
Producer,33311,846764300
Producer,2378,2040439300
Producer,4224,4318434000
Producer,2780,4966954800
